,titulo,link,Marca,Linha,Modelo,Memória interna,Memória RAM,Com ranhura para cartão de memória,Capacidade máxima do cartão de memória,Nome do sistema operacional,Versão original do sistema operacional,Última versão compatível do sistema operacional,Camada original de personalização do sistema operacional,Resolução da câmera traseira principal,Resolução de vídeo da câmera traseira,Resolução da câmera frontal principal,Com câmera,Características principais das câmeras,Quantidade de câmeras traseiras,Resolução das câmeras traseiras,Abertura do diafragma da câmera traseira,Quantidade de câmeras frontais,Resolução de vídeo da câmera frontal,Abertura do diafragma da câmera frontal,Com flash na câmara frontal,Zoom óptico,Zoom digital,Altura x Largura x Profundidade,Com teclado QWERTY físico,É resistente a salpicos,É resistente à água,É à prova d'água,É resistente ao pó,Classificação IP,Modelo do processador,Modelos de CPU,Quantidade de núcleos do processador,Velocidade do processador,Modelo de GPU,Com acelerômetro,Com sensor de proximidade,Com giroscópio,Com bússola,Com barômetro,Com sensor de frequência cardíaca,É Dual SIM,Quantidade de ranhuras para cartão SIM,Tamanhos de cartão SIM compatíveis,Com eSIM,Quantidade de eSIMs,Mês de lançamento,Ano de lançamento,Peso,Tamanho da tela,Tipo de resolução da tela,Resolução da tela,Tecnologia da tela,Tipo de tela,Proporção da tela,Pixels por polegada,Taxa de atualização da tela,Brilho máximo da tela,Com tela tátil,Capacidade da bateria,Tipo de bateria,Com carregamento rápido,Com carregamento sem fio,Com bateria removível,Autonomia em standby,Com leitor de impressão digital,Com reconhecimento facial,Rede,Tipo de conector de carregamento,Com conector USB,Com jack 3.5,Com Wi-Fi,Com GPS,Com Bluetooth,Com NFC,Com mini HDMI,Com radio,Com sintonizador de TV,Com IMEI,Operadora,descricao,Versão,É resistente a quedas,Autonomia de conversação,Última camada compatível de personalização do sistema operacional,Com reconhecimento de íris,Inclui lápis,Modelo detalhado,Origem,Cor,Resolução das câmeras frontais,Com reconhecimento de mão,Pixels por polegada da tela dobrada,Pixels por polegada da tela secundária,Brilho máximo da tela secundária,É kit,Zoom híbrido,Com tela dobrável
0,iPhone X 256 Gb Lacrado Na Caixa,https://produto.mercadolivre.com.br/MLB-1738616444-celular-iphone-8-64-gb-_JM,Apple,iPhone,iPhone X,256 GB,,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,143.6 mm x 70.9 mm x 7.7 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.39 GHz Monsoon,4x1.6 GHz Mistral",6,2.39 GHz,,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,,,174 g,"5.8 """,,1125 px x 2436 px,OLED,,,458 ppi,,625 cd/m²,Sim,2716 mAh,Íon de lítio,,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,,IPHONE X 256 GB  SILVER E SPACE GREY LACRADOS NA CAIXA! Comprados nos EUA !,,,21 h,,,,,,,,,,,,,,
0,iPhone Para Pronta-entrega Na Bela Vista São Paulo,https://produto.mercadolivre.com.br/MLB-1738616444-celular-iphone-8-64-gb-_JM,Apple,iPhone,iPhone,16 GB,,Não,,iOS,,,MIUI 12,5.1 Mpx,,,,,1,12 Mpx/12 Mpx,,,,,,,,,,Não,,,Sim,IP67,,,,,,,,Sim,,Sim,Não,,1,,,,,,,,Full HD+,,IPS,Dot Drop Display,20 - 9,,,500 cd/m²,,,,,Sim,,,,Não,,Lightning,,,,,,,,Não,,Sim,Desbloqueado,MELHOR OFERTA DO MERCADO,,,,,,,,,,,,,,,,,
0,iPhone 6 Plus 16gb Usado,https://produto.mercadolivre.com.br/MLB-1738616444-celular-iphone-8-64-gb-_JM,Apple,iPhone,iPhone 6 Plus,16 GB,,Não,,iOS,8,,,8 Mpx,1920 px x 1080 px,1.2 Mpx,Sim,,1,,f 2.2,,1280 px x 720 px,,Não,,3x,158.1 mm x 77.8 mm x 7.1 mm,Não,Não,,Não,Sim,IP67,Apple A8,2x1.4 GHz Typhoon,2,1.4 GHz,,Sim,Sim,Sim,,Sim,,Não,1,Nano-SIM,Não,,,,172 g,"5.5 """,Full HD+,1080 px x 1920 px,IPS,,20 - 9,401 ppi,,500 cd/m²,Sim,2915 mAh,Íon de lítio,,Sim,Não,384 h,Sim,Não,4G/LTE,Lightning,Sim,,Sim,Sim,Sim,,Não,Não,Não,Sim,,"IPhone 6 Plus, prata de 16gb, em perfeito estado!",,,24 h,,,,,,,,,,,,,,
0,iPhone X Silver 64gb Novo Lacrado Pronta Entrega,https://produto.mercadolivre.com.br/MLB-1738616444-celular-iphone-8-64-gb-_JM,Apple,iPhone,iPhone X,64 GB,64 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,143.6 mm x 70.9 mm x 7.7 mm,Não,Sim,Sim,Sim,Sim,IP67,Apple A11 Bionic,"2x2.39 GHz Monsoon,4x1.6 GHz Mistral",6,2.39 GHz,,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,,,174 g,"5.8 """,,1125 px x 2436 px,OLED,,,458 ppi,,625 cd/m²,Sim,2716 mAh,Íon de lítio,,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Seja uns dos primeiros em ter o melhor de todos os iPhones no Brasil! Nossos productos são ORIGINAIS da Apple e tem GARANTIA de 1 ano depois da ativação. iPhone X Silver, 64 GB / Modelo: A1901 Designed by Apple California Temos escritorio em São Paulo aonde você pode vir buscar ele. ENVIAMOS A TODO O BRASIL. Por favor consultar antes de efetuar a compra!",,,21 h,,,,,,,,,,,,,,
0,iPhone 7 Plus 128gb Silver Novissimo!,https://produto.mercadolivre.com.br/MLB-1738616444-celular-iphone-8-64-gb-_JM,Apple,iPhone,iPhone 7 Plus,128 GB,3 GB,Não,,iOS,10.0.1,14,,12 Mpx,1920 px x 1080 px,12 Mpx,Sim,"Portrait mode,Optical image stabilization,Sixelement lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Liv...",1,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,,Não,2x,10x,158.2 mm x 77.9 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,PowerVR Series7XT Plus,Sim,Sim,Sim,Sim,Sim,Não,Sim,1,Nano-SIM,Não,,Setembro,2016,188 g,5.5 in,Full HD+,1920 px x 1080 px,IPS,,,401 ppi,,625 cd/m²,Sim,2900 mAh,Íon de lítio,,Sim,Não,384 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"NOVISSIMO! Sem um risco.... comprado dia 26/06/2017 - com garantia da Apple até o meio do ano!  Vem com capa da GATCHE, película na caixa e com todos os acessórios originais! FOTOS ORIGINAIS! Caracteristicas Marca Apple Linha iPhone Modelo iPhone 7 Plus Memória interna 128 GB Memória RAM 3 GB Operadora TODAS Peso 188 g Tamanho da tela 5.5 in Resolução de câmera digital 12 Mpx Sistema operacional iOS Versão do sistema operacional IOS Resolução da tela 1920 px - 1080 px A Câmera Principal do iPhone 7 Plus mais avançada e precisa incluindo Dual 12MP (Grande-angular com abertura ƒ/1.8) (Teleobjetiva com abertura ƒ/2.8) Flash True Tone de quatro LEDs, lentes grande-angular e teleobjetiva de seis elementos Sensor de retro iluminação, Mapeamento de tom local aprimorado, Além de gravação de vídeo 4K a 30 qps, Vídeo em time-lapse com estabilização e estabilização cinemática de vídeo e muito mais para capturar seus melhores momentos com a qualidade que elas merecem.  Câmera FaceTime HD para capturar Fotos de 7MP e gravação de vídeo HD com qualidade 1080p sistema de estabilização automática de imagem e detecção de rosto e corpo.  A tela Retina HD do iPhone 7 e 25% mais brilhante e possui ampla tonalidade de cores para apreciar o que você vê na tela como uma representação mais próxima da realidade. Além do 3D Touch para interagir de maneiras mais rápida com Mensagens, Mail, Calendário e outros apps.  O chip mais poderoso em um smartphone! A10 Fusion 2× mais rápido que o iPhone 6 o resultado e mais eficiência no processamento de dados e maior duração da bateria. Pois a CPU utiliza menos energia. O iPhone 7 vem com capacidade de Armazenamento disponíveis em: 32GB, 128GB e 256GB ALTO-FALANTES ESTÉREO Com dobro da potência de som do iPhone 6s possui um maior alcance dinâmico. Ideal para, assistir a vídeos, filmes, ouvir música e fazer chamadas com viva-voz. Conectividade LTE e WiFi ultrarrápido com o melhor roaming internacional. iOS 10 o sistema operacional mais avançado do mundo projetado para dispositivos moveis Um sistema com interface mais bonito e fácil de usar, oferecendo sugestões inteligentes que aparecem quando você mais precisa. Siri mais fácil, rápido e divertido do que nunca! Melhor desempenho para uma experiência que só a Apple pode oferecer.",,,21 h,,,,,,,12 Mpx,,,,,,,
0,Apple iPhone XS Max 64gb Super Retina Oled De 6.5  ,https://produto.mercadolivre.com.br/MLB-1738616444-celular-iphone-8-64-gb-_JM,Apple,iPhone,iPhone XS Max,64 GB,,Não,512 GB,iOS,12,14,MIUI 12,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,157.5 mm x 77.4 mm x 7.7 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A12 Bionic,"2x2.5 GHz Vortex,4x1.6 GHz Tempest",6,2.5 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Sim,1,Nano-SIM,Sim,1,Setembro,2018,208 g,"6.5 """,Full HD+,1242 px x 2688 px,OLED,,19.5 - 9,458 ppi,,625 cd/m²,Sim,3174 mAh,Íon de lítio,Sim,Não,Não,,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"O Smartphone Apple iPhone Xs Max dispõe de câmera principal dupla de 12MP e TrueDepth de 7MP com sistema tecnológico Face ID, capaz de realizar o mapeamento eficiente das linhas de expressão, para dispensar o uso de senhas em determinados aplicativos e desbloquear a tela do dispositivo apenas com o olhar. - A ampla tela Super Retina de 6.5”, abrange grande parte da frente do dispositivo e não exibe teclas físicas, através dela as experiências de visualização de cores chegam bem próximas à realidade do momento da captura, já que mantém a precisão da cor e reconhece diferentes tonalidades, o que resulta em tons nítidos e com contrastes fiéis. Conta com sensor True Tone, que ajusta a gradação das imagens a serem exibidas, de acordo com a iluminação do ambiente, e a tecnologia 3D Touch, a qual reconhece comandos de acordo com a pressão exercida sobre a tela, e ativa diferentes funcionalidades, para que o acesso à tela inicial, aos aplicativos em aberto ou às configurações seja feito através de movimentos intuitivos, rápidos e na própria tela. Além disso, traz revestimento resistente à impressões digitais e oleosidade;  - Com suporte para Dolby Vision, as imagens tem maior alcance dinâmico e são exibidas com tonalidades contrastantes. Conta ainda com eficiente áudio estéreo, para melhor qualidade musical e, em conjunto com a tecnologia anterior, proporciona experiências envolventes para assistir séries e filmes, por exemplo; - Dispõe de câmera principal dupla de 12MP, com modo retrato aprimorado e sensores inteligentes que são capazes de registrar contrastes nítidos e tonalidades bem definidas, inclusive em resolução 4K. Já a câmera TrueDepth de 7MP, integra avançado sistema tecnológico Face ID, que realiza análise dos músculos e de aproximadamente 30 mil pontos fisionômicos, para que as linhas de expressão e a retina dos olhos sejam utilizadas no desbloqueio da tela e no acesso às contas de aplicativos, também para realizar pagamentos e abrir documentos confidenciais. Além disso, cria o Memoji, que personalizado de acordo com a face do usuário, agrega maior interatividade às redes sociais e demais funcionalidades de entretenimento; - Roda com o sistema operacional iOS, plataforma inteligente, mais intuitiva e avançada. Traz aplicativos novos e antigos totalmente otimizados, como a Siri, que responde naturalmente e com voz expressiva aos comandos do usuário. Além disso, ela pode configurar lembretes e eventos diários; - Através do Chip A12Bionic, os comandos são processados com 15% a mais de velocidade, quando comparado a versão anterior. Desenvolvido pela Apple, integra o inteligente processador Neural Engine, que aprimora a interação usuário-dispositivo, para experiências em tempo real, pois a capacidade de operações realizadas é de até 5 trilhões por segundo, ou seja, o dispositivo processa e finaliza os comandos efetuados pelo usuário em frações de segundos. Além disso, o Chip engloba diversos núcleos com tecnologias avançadas, que além de auxiliar na economia da carga da bateria, otimiza as funcionalidades do dispositivo;  - Possui tecnologia Dual SIM, que permite utilizar dois números de telefone diferentes ao mesmo tempo, os números podem ser inclusive de operadoras telefônicas distintas, seja para navegar na internet através dos dados móveis ou para manter-se disponível para receber chamadas em áreas mais amplas;  - A interface Lightning possibilita conectar acessórios compatíveis como o EarPod, para ouvir as playlists favoritas com conforto e praticidade, onde desejar;  - É compatível com AirPower, sistema de carregamento sem fio da bateria. O design de vidro da parte traseira do aparelho permite iniciar o carregamento instantaneamente, assim que é colocado sobre a base. Além disso, também é compatível método de recarga rápida, Fast Charging.  MODELO: iPhone Xs Max A2101 BZ COR: Prata TELA: Super Retina OLED de 6.5” com tecnologia HDR, 3D Touch, True Tone e revestimento oleofóbico FREQUÊNCIA 2G GSM/EDGE: 850, 900, 1800, 1900 MHz FREQUÊNCIA 3G UMTS/HSPA+/DC-HSDPA: 850, 900, 1700/2100, 1900, 2100 MHz FREQUÊNCIA 4G LTE: 1(2100), 2(1900), 3(1800), 4(AWS), 5(850), 7(2600), 8(900), 12(700), 13(700), 14(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 32(1500), 66(1700), 34(2100), 38(2600), 39(1900), 40(2300),41(2500),46(5200) MHz PROCESSADOR CPU: Neural Engine Chip A12 Bionic CAMERA: Principal Dual de 12MP, Lente Grande Angular f/1.8 e Teleobjetiva f/2.4, com revestimento de safira, Modo retrato com Bokeh e controle de profundidade + Câmera Frontal TrueDepth de 7MP com f/2.2, funções Animoji e Memoji, HDR inteligente, Retina Flash VÍDEO Grava em: 4K a 24/30 ou 60 fps, Full HD 1080p a 30 ou 60 fps, HD 720p a 30 fps - Time-Lapse - Slow Motion 1080p a 120 ou 240 fps - Possui estabilização cinemática (1080p e 720p) - Gravação estéreo MEMÓRIA INTERNA: Total de 64GB SIM CARD: Dual SIM (Nano + eSIM) CONECTIVIDADE WIRELESS: Wi-Fi 802.11 ac com MIMO 2x2 - Bluetooth 5.0 - NFC com modo leitura BATERIA: Bateria interna recarregável de Íon de Lítio SISTEMA OPERACIONAL: iOS SENSOR: Face ID - Barômetro - Giroscópio de três eixos - Acelerômetro - Sensor de Proximidade - Sensor de Luz Ambiente COMUNICAÇÃO: Conector Lightning RENDIMENTO: Possui Classificação IP68, segundo a norma IEC 60529 MARCA: Apple PESO BRUTO (g): 482 LOCALIZAÇÃO: A-GPS - GLONASS - Galileo - QZSS - Bússola Digital - Microlocalização iBeacon DIMENSÕES DA EMBALAGEM (cm): 9.5 x 4.9 x 17.5 FORMATOS DE ÁUDIO Reproduz: AAC-LC, HE-AAC, HE-AAC (v2), AAC Protegido, MP3, PCM Linear, Apple Lossless, FLAC, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3) e Audible (formatos 2, 3, 4, Audible Enhanced Audio, AAX e AAX+) FORMATO DE VÍDEO Reproduz: HEVC, H.264, MPEG-4 Part 2 e Motion JPEG, HDR com conteúdo Dolby Vision e HDR10 * As informações e características dos produtos são de inteira responsabilidade do fabricante. Não nos responsabilizamos por eventuais erros nas descrições e/ou imagens apresentadas. ***PRAZO DE POSTAGEM: ATÉ 3 DIAS ÚTEIS",,,25 h,,,,,,,,,,,,,,
0,iPhone XR 128g,https://produto.mercadolivre.com.br/MLB-1794508725-iphone-8-_JM,Apple,iPhone,iPhone,128 GB,,Não,,iOS,12,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,150.9 mm x 75.7 mm x 8.3 mm,Não,Sim,Sim,Sim,Sim,IP67,Apple A12 Bionic,"2x2.5 GHz Vortex,4x1.6 GHz Tempest",6,2.5 GHz,,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Sim,1,Outubro,2018,128 g,"6.1 """,,828 px x 1792 px,IPS,,,326 ppi,,625 cd/m²,Sim,2942 mAh,Íon de lítio,,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Oi,"Ótimo celular, usado mas em perfeitas condições",,,25 h,,,,,,,,,,,,,,
0,iPhone 8 64gb Space Grey,https://produto.mercadolivre.com.br/MLB-1794508725-iphone-8-_JM,Apple,iPhone,iPhone 8 64gb,64 GB,2 MB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,1,,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,138.4 mm x 67.3 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2017,148 g,"4.7 """,,750 px x 1334 px,IPS,,,326 ppi,,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Vendo iPhone 8 64gb Space Grey Telefone 100% original, sem trincados, nunca trocou tela ou qualquer outro item Vai com a capa original da Apple, ela soltou a parte de silicone mas teoricamente ainda está em garantia pois foi comprada em 04/19 Tenho todos os “acessórios”, caixa, fone, carregador, tudo guardado!",,,14 h,,,,,,,,,,,,,,
0,"Apple iPhone 8, 256gb | Vitrine. (Recondicionado)",https://produto.mercadolivre.com.br/MLB-1794508725-iphone-8-_JM,Apple,iPhone,iPhone 8,256 GB,2 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,1,,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,138.4 mm x 67.3 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2017,148 g,"4.7 """,,750 px x 1334 px,IPS,,,326 ppi,,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Produto recondicionado, aparentemente novo, bateria entre 95 e 100%. Garantia de 6 meses.",,,14 h,,,,,,,,,,,,,,
0,iPhone 7 128gb Jet Black Bateria 100%,https://produto.mercadolivre.com.br/MLB-1794508725-iphone-8-_JM,Apple,iPhone,iPhone 7,128 GB,2 GB,Não,,iOS,10.0.1,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,"Optical image stabilization,Sixelement lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Live Photos with s...",1,,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,138.3 mm x 67.1 mm x 7.1 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,PowerVR Series7XT Plus,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2016,138 g,"4.7 """,HD,750 px x 1334 px,IPS,Retina,,326 ppi,,625 cd/m²,Sim,1960 mAh,Íon de lítio,,Sim,Não,240 h,Sim,,4G/LTE,Lightning,Não,,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,iPhone 7 128gb Preto brilhante Bateria 100%. Somente aparelho.,,,14 h,,,,,,,,,,,,,,
0,Celular iPhone 7 Plus 128g,https://produto.mercadolivre.com.br/MLB-1794508725-iphone-8-_JM,Apple,iPhone,iPhone 7 Plus,128 GB,3 GB,Não,,iOS,10.0.1,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,"Portrait mode,Optical image stabilization,Sixelement lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Liv...",2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,158.2 mm x 77.9 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,PowerVR Series7XT Plus,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2016,128 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,,401 ppi,,625 cd/m²,Sim,2900 mAh,Íon de lítio,,Sim,Não,384 h,Sim,,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,Celular semi novo sem riscos 128g,,,21 h,,,,,,,,,,,,,,
0,iPhone X,https://produto.mercadolivre.com.br/MLB-1794508725-iphone-8-_JM,Apple,iPhone,iPhone X,256 GB,3 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,143.6 mm x 70.9 mm x 7.7 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.39 GHz Monsoon,4x1.6 GHz Mistral",6,2.39 GHz,,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,,,174 g,"5.8 """,,1125 px x 2436 px,OLED,,,458 ppi,,625 cd/m²,Sim,2716 mAh,Íon de lítio,,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"iPhone X usado, em ótimas condições. Com carregador original, capinha gorilla shield, capinha de couro original da Apple.",,,21 h,,,,,,,,,,,,,,
0,iPhone 7 Plus 128 Gb,https://produto.mercadolivre.com.br/MLB-1794508725-iphone-8-_JM,Apple,iPhone,iPhone 7 Plus,128 GB,3 GB,Não,,iOS,10.0.1,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,"Portrait mode,Optical image stabilization,Sixelement lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Liv...",2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,158.2 mm x 77.9 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,PowerVR Series7XT Plus,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2016,188 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,,401 ppi,,625 cd/m²,Sim,2900 mAh,Íon de lítio,,Sim,Não,384 h,Sim,,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,Celular sem nenhum risco ótimas condições não muito uso,,,21 h,,,,,,,,,,,,,,
0,iPhone XR 64gb Lacrado ,https://produto.mercadolivre.com.br/MLB-1837492310-iphone-xs-256-gb-prata-bateria-100-_JM,Apple,iPhone,iPhone XR,64 GB,3 GB,Não,,iOS,12,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,150.9 mm x 75.7 mm x 8.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A12 Bionic,"2x2.5 GHz Vortex,4x1.6 GHz Tempest",6,2.5 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Sim,1,Nano-SIM,Sim,1,Outubro,2018,194 g,6.1 polegadas,,828 px x 1792 px,IPS,,,326 ppi,,625 cd/m²,Sim,2942 mAh,Íon de lítio,,Sim,Não,,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Nova tela e design compacto. O novo iPhone XR te leva para o futuro com o novo design de tela Liquid Retina HD de 6.1 polegadas. Nosso revolucionário display LCD é o mais avançado e oferece a mais alta precisão de cores da indústria. Tudo parece incrivelmente real. Disponível em um acabamento elegante, o Apple iPhone XR tem um design fino e compacto que se encaixa facilmente em uma mão. Câmeras para qualquer hora do dia. A câmera traseira de 12 megapixels captura imagens excelentes a qualquer hora do dia, enquanto a câmera frontal possui tecnologia TrueDepth que inclui sensores especiais e habilita o Face ID, permitindo que você tire as melhores selfies possíveis. Graças ao seu desempenho suave e eficiente, coloca o mundo ao seu alcance. É comandado por um chip Bionic A12 que executa todos os aplicativos e jogos sem problemas, sem um único atraso. Sistema operacional iOS 12. Este celular vem com o sistema operacional iOS 12 pré-instalado, que consegue incluir uma ampla gama de recursos intuitivos para tornar sua vida digital muito mais fácil.",,,25 h,,,,,,,,,,,,,,
0,iPhone 6s Rose Gold 64gb,https://produto.mercadolivre.com.br/MLB-1854629236-apple-iphone-12-mini-256-gb-branco-open-box-c-garantia-_JM,Apple,iPhone,iPhone 6s,64 GB,2 GB,Não,,iOS,9,14,,12 Mpx,3840 px x 2160 px,5 Mpx,Sim,,1,,f 2.2,1,1280 px x 720 px,f 2.2,Não,,5x,138.3 mm x 67.1 mm x 7.1 mm,Não,Não,Não,Não,Sim,,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,PowerVR GT7600,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2015,143 g,"4.7 """,,750 px x 1334 px,IPS,,,326 ppi,,500 cd/m²,Sim,1715 mAh,Íon de lítio,,Sim,Não,240 h,Sim,,4G/LTE,Lightning,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"iPhone 6s Rose Gold 64gb acompanha carregador, cabo USB e fones originais.",,,14 h,,,,,,,,,,,,,,
0,iPhone 6s 64gb,https://produto.mercadolivre.com.br/MLB-1854629236-apple-iphone-12-mini-256-gb-branco-open-box-c-garantia-_JM,Apple,iPhone,iPhone 6s,64 GB,64 GB,Não,,iOS,9,14,,12 Mpx,3840 px x 2160 px,5 Mpx,Sim,,1,,f 2.2,1,1280 px x 720 px,f 2.2,Não,,5x,138.3 mm x 67.1 mm x 7.1 mm,Não,Não,Não,Não,Sim,,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,PowerVR GT7600,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2015,143 g,"4.7 """,,750 px x 1334 px,IPS,,,326 ppi,,500 cd/m²,Sim,1715 mAh,Íon de lítio,,Sim,Não,240 h,Sim,,4G/LTE,Lightning,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Celular semi novo com nota fiscal, acompanha 2 capinhas de brindes e acessórios original",,,14 h,,,,,,,,,,,,,,
