,titulo,link,Marca,Linha,Modelo,Memória interna,Memória RAM,Com ranhura para cartão de memória,Capacidade máxima do cartão de memória,Nome do sistema operacional,Versão original do sistema operacional,Última versão compatível do sistema operacional,Camada original de personalização do sistema operacional,Resolução da câmera traseira principal,Resolução de vídeo da câmera traseira,Resolução da câmera frontal principal,Com câmera,Características principais das câmeras,Quantidade de câmeras traseiras,Resolução das câmeras traseiras,Abertura do diafragma da câmera traseira,Quantidade de câmeras frontais,Resolução de vídeo da câmera frontal,Abertura do diafragma da câmera frontal,Com flash na câmara frontal,Zoom óptico,Zoom digital,Altura x Largura x Profundidade,Com teclado QWERTY físico,É resistente a salpicos,É resistente à água,É à prova d'água,É resistente ao pó,Classificação IP,Modelo do processador,Modelos de CPU,Quantidade de núcleos do processador,Velocidade do processador,Modelo de GPU,Com acelerômetro,Com sensor de proximidade,Com giroscópio,Com bússola,Com barômetro,Com sensor de frequência cardíaca,É Dual SIM,Quantidade de ranhuras para cartão SIM,Tamanhos de cartão SIM compatíveis,Com eSIM,Quantidade de eSIMs,Mês de lançamento,Ano de lançamento,Peso,Tamanho da tela,Tipo de resolução da tela,Resolução da tela,Tecnologia da tela,Tipo de tela,Proporção da tela,Pixels por polegada,Taxa de atualização da tela,Brilho máximo da tela,Com tela tátil,Capacidade da bateria,Tipo de bateria,Com carregamento rápido,Com carregamento sem fio,Com bateria removível,Autonomia em standby,Com leitor de impressão digital,Com reconhecimento facial,Rede,Tipo de conector de carregamento,Com conector USB,Com jack 3.5,Com Wi-Fi,Com GPS,Com Bluetooth,Com NFC,Com mini HDMI,Com radio,Com sintonizador de TV,Com IMEI,Operadora,descricao,Versão,É resistente a quedas,Autonomia de conversação,Última camada compatível de personalização do sistema operacional,Com reconhecimento de íris,Inclui lápis,Modelo detalhado,Origem,Cor,Resolução das câmeras frontais,Com reconhecimento de mão,Pixels por polegada da tela dobrada,Pixels por polegada da tela secundária,Brilho máximo da tela secundária,É kit,Zoom híbrido,Com tela dobrável
0, iPhone X 256 Gb Branco (Recondicionado),https://produto.mercadolivre.com.br/MLB-1513796973-iphone-xr-original-_JM,Apple,iPhone,iPhone X,256 GB,3 GB,Não,,iOS,11,14,MIUI 12,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,143.6 mm x 70.9 mm x 7.7 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.39 GHz Monsoon,4x1.6 GHz Mistral",6,2.39 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,1,Outubro,2018,174 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,,19.5 - 9,458 ppi,,625 cd/m²,Sim,2716 mAh,Íon de lítio,,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Iphone Xr branco, 256GB de memória, com película de vidro, com bateria nova e comcapinha protetora. Acompanha um carregador novo, nota fiscal e a caixa. Seus únicos problemas é que está lento para fazer o download de imagens e vídeos e que a tela está um pouco descolada.",,,21 h,,,,,,,,,,,,,,
0,iPhone 6 16gb Dourado Perfeito,https://produto.mercadolivre.com.br/MLB-1513796973-iphone-xr-original-_JM,Apple,iPhone,iPhone 6,16 GB,1 GB,Não,,iOS,8,14,,8 Mpx,1920 px x 1080 px,1.2 Mpx,Sim,,1,12 Mpx/12 Mpx,f 2.2,,1280 px x 720 px,,Não,,3x,138.1 mm x 67 mm x 6.9 mm,Não,Não,,Não,Sim,IP67,Apple A8,2x1.4 GHz Typhoon,2,1.4 GHz,,Sim,Sim,Sim,,Sim,,Não,1,Nano-SIM,Não,,Setembro,,129 g,"4.7 """,Full HD+,750 px x 1334 px,IPS,,20 - 9,326 ppi,,500 cd/m²,Sim,1810 mAh,Íon de lítio,,Sim,Não,250 h,Sim,Não,4G/LTE,Lightning,Não,,Sim,Sim,Sim,,Não,Não,Não,Sim,Desbloqueado,"iPhone 6 16Gb Dourado Aparelho perfeito, desbloqueado, pronto pra ativação.  Sem riscos, trincas, ou batidas que comprometam a qualidade do produto. Acompanha carregador, cabo e diversas capinhas que enviarei como brinde.",,,14 h,,,,,,,,,,,,,,
0,iPhone 8 64gb Vitrine,https://produto.mercadolivre.com.br/MLB-1513796973-iphone-xr-original-_JM,Apple,iPhone,iPhone 8,64 GB,2 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,138.4 mm x 67.3 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2017,148 g,"4.7 """,,750 px x 1334 px,IPS,,19.5 - 9,326 ppi,,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"iPhone 8 64gb, aparelho na condição vitrine, bateria 100%, na caixa com todos acessórios originais sem uso. Brinde película e capinha.",,,14 h,,,,,,,,,,,,,,
0, iPhone 6 Plus 64 Gb Ouro Os Melhores Celular *novo Vitrine*,https://produto.mercadolivre.com.br/MLB-1513796973-iphone-xr-original-_JM,Apple,iPhone,iPhone 6s Plus,64 GB,1 GB,Não,,iOS,9,14,MIUI 12,12 Mpx,3840 px x 2160 px,5 Mpx,Sim,,1,12 Mpx/12 Mpx,f 2.2,1,1280 px x 720 px,f 2.2,Não,,5x,158.2 mm x 77.9 mm x 7.3 mm,Não,Não,,Não,Sim,IP67,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,PowerVR GT7600,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2015,192 g,"5.5 """,Full HD+,1080 px x 1920 px,IPS,Dot Drop Display,,401 ppi,,500 cd/m²,Sim,2750 mAh,Íon de lítio,,Sim,Não,384 h,Sim,Não,4G/LTE,Lightning,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"**************** ENVIO EM 24 HORAS ******************** GARANTIA DE FABRICA APPLE DE 6 MESES Com sua tela IPS de 5.5 "", desfrute de cores intensas e maior clareza em todo o seu conteúdo. Tudo o que você precisa Sua RAM 1 GB é exatamente o que você precisa para usar as funções mais importantes, como chamadas, enviar mensagens, navegar e executar aplicativos usados com freqüência, como redes sociais ou multimídia. Desbloqueio com um toque Graças ao sensor de impressão digital, você poderá acessar a seu telefone com segurança e desbloqueá-lo automaticamente com apenas um toque. Bateria o dia todo Sua bateria 2915 mAh se adapta ao seu estilo de vida e lhe garante energia durante um dia inteiro com uma única carga. Grande capacidade de armazenamento Com sua memória interna de 64 GB você sempre terá espaço para armazenar arquivos e documentos importantes. Além disso, você poderá salvar filmes, séries e vídeos para reproduzi-los sempre que quiser offline.",,,24 h,,,,,,,,,,,,,,
0,iPhone 8 Seminovo Mais Conservado Do Ml,https://produto.mercadolivre.com.br/MLB-1513796973-iphone-xr-original-_JM,Apple,iPhone,iPhone 8,64 GB,2 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,138.4 mm x 67.3 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2017,148 g,"4.7 """,Full HD+,750 px x 1334 px,IPS,,19.5 - 9,326 ppi,,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,O IPhone 8 seminovo mais conservado do ML. Saúde da Bateria 83%.,,,14 h,,,,,,,,,,,,,,
0,iPhone 7 Plus 256gb Vermelho Vitrine Produto Novo Vitrine.. ,https://produto.mercadolivre.com.br/MLB-1513796973-iphone-xr-original-_JM,Apple,iPhone,iPhone 7 Plus,256 GB,3 GB,Não,,iOS,10.0.1,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,"Portrait mode,Optical image stabilization,Six-element lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Live P",2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,158.2 mm x 77.9 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,PowerVR Series7XT Plus,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2016,188 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,19.5 - 9,401 ppi,,625 cd/m²,Sim,2900 mAh,Íon de lítio,,Sim,Não,384 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,IPHONE 7 PLUS VERMELHO VITRINE DESBLOQUEADO PRODUTO FICOU EXPOSTO EM LOJA FISICA ORIGINAL APPLE HOMOLOGADO ANATEL NÃO ACOMPANHA CAIXA ORIGINAL ENVIAMOS SOMENTE  APARELHO ORIGINAL APPLE DESBLOQUEADO CARREGADOR SIMILAR (BRINDE) PELICULA DE VIDRO (BRINDE) CAPINHA TRANSPARENTE (BRINDE) CHAVINHA DO COMPARTIMENTO DO CHIP (BRINDE),,,21 h,,,,,,,,,,,,,,
0," Apple iPhone 12 Pro 128 Gb Azul-pacífico Novo, Lacrado",https://produto.mercadolivre.com.br/MLB-1513796973-iphone-xr-original-_JM,Apple,iPhone,iPhone 12 Pro,128 GB,6 GB,Não,512 GB,iOS,14,14,MIUI 12,12 Mpx,3840 px x 2160 px,12 Mpx,Sim,,3,12 Mpx/12 Mpx/12 Mpx,f 1.6/f 2.0/f 2.4,1,3840 px x 2160 px,f 2.2,Não,4x,10x,146.7 mm x 71.5 mm x 7.4 mm,Não,Sim,Sim,Não,Sim,IP68,Apple A14 Bionic,"2x3.1 GHz Firestorm,4x1.8 GHz Icestorm",6,3.1 GHz,Apple GPU,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Sim,1,Outubro,2020,,"6.1 """,Full HD+,1170 px x 2532 px,OLED,DotDisplay,19.5 - 9,460 ppi,,1200 cd/m²,Sim,2815 mAh,Íon de lítio,Sim,Sim,Não,,,Sim,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,,Não,,Sim,Desbloqueado,"PRODUTO 100% ORIGINAL, NOVO E LACRADO, A PRONTA ENTREGA PARA VOCÊ COM ENVIO IMEDIATO!!! ****TRABALHAMOS COMO PESSOA FÍSICA, NÃO POSSUÍMOS CNPJ, POR ESTE MOTIVO NÃO EMITIMOS NOTA FISCAL DO PRODUTO****            *****GARANTIA DE UM ANO DIRETO COM A APPLE***** ***NÃO ENVIAMOS PARA AS REGIÕES NORDESTE, MATO GROSSO E MATO GROSSO DO SUL*** Fotografia profissional no seu bolso Descubra infinitas possibilidades para suas fotos com as 3  câmeras principais de sua equipe. Teste sua criatividade e jogue com iluminação, diferentes planos e efeitos para obter ótimos resultados. Perfeito para quem gosta de fotos detalhadas. Seu zoom óptico lhe dará a possibilidade de ampliar sem perder qualidade de suas capturas. Capacidade e eficiência Com seu poderoso processador e memória RAM de 6 GB seu computador alcançará alto desempenho com alta velocidade de transmissão de conteúdos e executará vários aplicativos ao mesmo tempo, sem atrasos. Reconhecimento facial para maior segurança Aproxime o dispositivo do seu rosto para desbloqueá-lo instantaneamente. Sua tecnologia precisa de reconhecimento facial garante acesso rápido e seguro ao dispositivo.  Bateria o dia todo Sua bateria 2815 mAh se adapta ao seu estilo de vida e lhe garante energia durante um dia inteiro com uma única carga.",,,,MIUI 12,,,,,,,,,,,,,
0,iPhone 6s Preto,https://produto.mercadolivre.com.br/MLB-1864839516-iphone-6-32gb-usado-unico-dono-_JM,Apple,iPhone,iPhone 6s,32 GB,2 GB,Não,,iOS,9,14,,12 Mpx,3840 px x 2160 px,5 Mpx,Sim,,1,,f 2.2,1,1280 px x 720 px,f 2.2,Não,,5x,138.3 mm x 67.1 mm x 7.1 mm,Não,Não,Não,Não,Sim,IP67,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,PowerVR GT7600,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2015,143 g,"4.7 """,,750 px x 1334 px,IPS,,,326 ppi,,500 cd/m²,Sim,1715 mAh,Íon de lítio,,Sim,Não,240 h,Sim,,4G/LTE,Lightning,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,Aparelho sem detalhes,,,14 h,,,,,,,,,,,,,,
0,iPhone 12 64 Gb (product)red Vermelho Top Black Friday,https://produto.mercadolivre.com.br/MLB-1864839516-iphone-6-32gb-usado-unico-dono-_JM,Apple,iPhone,iPhone 12,64 GB,4 GB,Não,,iOS,14,14,MIUI 12,12 Mpx,2160 px x 3840 px,12 Mpx,Sim,,2,12 Mpx/12 Mpx,f 2.4/f 1.6,1,3840 px x 2160 px,f 2.2,Não,2x,5x,146.7 mm x 71.5 mm x 7.4 mm,Não,Sim,Sim,Não,Sim,IP68,Apple A14 Bionic,,6,,,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Sim,1,Outubro,2020,,"6.1 """,Full HD+,1170 px x 2532 px,OLED,DotDisplay,19.5 - 9,460 ppi,,625 cd/m²,Sim,,Íon de lítio,Sim,Sim,Não,240 h,,Sim,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,,Não,,Sim,Desbloqueado,"PRONTA ENTREGA, ENVIO IMEDIATO!!! Câmera dupla e mais detalhes Suas 2 câmeras traseiras de 12 Mpx/12 Mpx permitirão que você tire fotos mais detalhadas e obtenha efeitos únicos, como a famosa profundidade rasa do modo retrato de campo. Além disso, o dispositivo possui uma câmera frontal de 12 Mpx para que você possa tirar selfies divertidas ou fazer videochamadas. Mais para ver Com sua tela OLED de 6.1 "", desfrute de cores intensas e maior clareza em todo o seu conteúdo. Melhor desempenho Sua memória RAM de 4 GB  permite que seu smartphone funcione sem problemas e sem demora ao executar várias tarefas, jogar jogos ou navegar. Reconhecimento facial para maior segurança Aproxime o dispositivo do seu rosto para desbloqueá-lo instantaneamente. Sua tecnologia precisa de reconhecimento facial garante acesso rápido e seguro ao dispositivo.  Grande capacidade de armazenamento Com sua memória interna de 64 GB  você sempre terá espaço para armazenar arquivos e documentos importantes. Além disso, você poderá salvar filmes, séries e vídeos para reproduzi-los sempre que quiser offline.",,,,,,,,,,,,,,,,,
0,iPhone X 64gb Apple Original Grade A,https://produto.mercadolivre.com.br/MLB-1864839516-iphone-6-32gb-usado-unico-dono-_JM,Apple,iPhone,iPhone X,64 GB,3 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,143.6 mm x 70.9 mm x 7.7 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.39 GHz Monsoon,4x1.6 GHz Mistral",6,2.39 GHz,,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2017,174 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,,19.5 - 9,458 ppi,,625 cd/m²,Sim,2716 mAh,Íon de lítio,,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"LEIA O ANUNCIO COM ATENÇÃO!  IPHONE X 64GB ORIGINAL BY APPLE, condição GRADE A em EXCELENTE ESTADO, SEM ARRANHÕES, SEM DANOS, SEM DETALHES. Item é REMODELADO e INSPECIONADO / TESTADO por APPLE FACTORY USA em 50 pontos.  NOTA: Não acompanha caixa original, nem acessórios. Garantia de 60 dias após a compra. Em caso de o item apresentar problemas na garantia, o cliente pode optar por uma devolução e reembolso do valor ou substituição do item. Não aceitaremos devolução do item em condições diferentes de quando enviado, exceto se o problema for técnico e não for responsabilidade do cliente. Tire todas as duvidas antes de comprar.  Obrigado! Se",,,21 h,,,,,,,,,,,,,,
0,iPhone 8 64gb,https://produto.mercadolivre.com.br/MLB-1864839516-iphone-6-32gb-usado-unico-dono-_JM,Apple,iPhone,iPhone 8,64 GB,2 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,1,,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,138.4 mm x 67.3 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2017,148 g,"4.7 """,,750 px x 1334 px,IPS,,,326 ppi,,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,Está impecável apenas detalhes mínimos de uso  Bateria 88% Touch ID perfeito Acompanha somente cabo do carregador  Três capinhas como na foto  Não tem caixa  Envio imediato,,,14 h,,,,,,,,,,,,,,
0,iPhone 6s Plus 16gb Ótimo,https://produto.mercadolivre.com.br/MLB-1864839516-iphone-6-32gb-usado-unico-dono-_JM,Apple,iPhone,iPhone 6s Plus,16 GB,2 GB,Não,,iOS,9,14,,12 Mpx,3840 px x 2160 px,5 Mpx,Sim,,1,12 Mpx/12 Mpx,f 2.2,1,1280 px x 720 px,f 2.2,Não,,5x,158.2 mm x 77.9 mm x 7.3 mm,Não,,,Não,Sim,,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,PowerVR GT7600,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2015,192 g,"5.5 """,,1080 px x 1920 px,IPS,,,401 ppi,,625 cd/m²,Sim,2750 mAh,Íon de lítio,,Sim,Não,384 h,Sim,,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"LEIA TODA A DESCRIÇÃO DO ANUNCIO COMPRE SOMENTE SE TIVER 1000% DE CERTEZA TIRE TODAS AS DUVIDAS NO CAMPO DE PERGUNTAS !!!!!!!!!!! Trabalhamos somente com produtos originais, aparelhos vitrine, semi-novos e usados, desbloqueados. Tire todas suas duvidas no campo de perguntas antes de efetuar sua compra !!!!!!!!! Tela: Todas nossas telas são Originais apple, atendendo todas as normas do fabricante, podem conter pequenas e quase imperceptíveis marcas de uso, que não afeta seu funcionamento ( meramente estéticos ) CONTÉM PELÍCULA DE VIDRO Carcaça: Todas nossas carcaças são Originais apple, atendendo todas as normas do fabricante, são higienizadas podem conter pequenas e quase imperceptíveis marcas de uso, que não afeta seu funcionamento ( meramente estéticos ) Acessórios: Todos acessórios são Originais apple. iPhone 6s Plus Gold 16gb usado Câmera traseira : ok Câmera frontal : ok Touch iD : ok Caixa: ok Acompanha: carregador original padrão americano: Ok ( tomada quadrada ) cabo original: Ok fone original: Ok 3 capas e porta cartões.  + Película de vidro Saúde da bateria: 79% Garantia : 30 dias. Fotos reais do produto ( a partir da 2 foto em diante ) Usado pode conter pequenos detalhes, não atrapalha e nem impede o funcionamento do aparelho apenas estética ( 1 foto imagem ilustrativa ) PODE CONTER ALGUMAS MARCAD DE USO ( NADA IMPEDE O SEU FUNCIONAMENTO E QUALQUER CAPA JÁ ESCONDE) TODOS NOSSO PRODUTOS SÃO FOTOGRAFADOS FILMADOS E TESTADOS, MANUALMENTE E COM PROGRAMA ( MESMO DA APPLE ) POLITICA DE DEVOLUÇÃO OU TROCA : O SEDEX SERA POR CONTA DO COMPRADOR !!!!!!",,,24 h,,,,,,,,,,,,,,
0,Celular iPhone 6s Dourado Ios,https://produto.mercadolivre.com.br/MLB-1864839516-iphone-6-32gb-usado-unico-dono-_JM,Apple,iPhone,iPhone 6s,128 GB,2 GB,Não,,iOS,9,14,,12 Mpx,3840 px x 2160 px,5 Mpx,Sim,,1,12 Mpx/12 Mpx,f 2.2,1,1280 px x 720 px,f 2.2,Não,,5x,138.3 mm x 67.1 mm x 7.1 mm,Não,Não,Não,Não,Sim,IP67,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,PowerVR GT7600,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2015,143 g,"4.7 """,Full HD+,750 px x 1334 px,IPS,,20 - 9,326 ppi,,500 cd/m²,Sim,1715 mAh,Íon de lítio,,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Celular em excelentes condições, com película de vidro, carregador e fone de ouvido originais, única dona, na Caixa e certificados originais, ótimo estado!",,,14 h,,,,,,,,,,,,,,
0,iPhone X 64gb Usado Funcionando Perfeitamente,https://produto.mercadolivre.com.br/MLB-1864839516-iphone-6-32gb-usado-unico-dono-_JM,Apple,iPhone,iPhone X,64 GB,3 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,143.6 mm x 70.9 mm x 7.7 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.39 GHz Monsoon,4x1.6 GHz Mistral",6,2.39 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,,,174 g,"5.8 """,,1125 px x 2436 px,OLED,,,458 ppi,,625 cd/m²,Sim,2716 mAh,Íon de lítio,,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"iPhone X de 64GB com dois anos de uso, único dono. FaceID funcionando perfeitamente, liberado para todas as operadoras. Acompanha: * Nota Fiscal da compra (Orlando, EUA) * Caixa original  * 02 adesivos da Apple * Cabo e carregador originais em perfeito estado * 01 capa da Moko, comprada na Amazon * 01 capa vermelha de silicone da iPlace * Aparelho com película OBS: Saúde da bateria está em 77%. OBS2: Nunca passou por nenhum tipo de reparo.",,,21 h,,,,,,,,,,,,,,
0,iPhone 8 64gb Cinza Espacial Usado Impecável De Vitrine,https://produto.mercadolivre.com.br/MLB-1864839516-iphone-6-32gb-usado-unico-dono-_JM,Apple,iPhone,iPhone 8,64 GB,2 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,138.4 mm x 67.3 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2017,148 g,"4.7 """,Full HD+,750 px x 1334 px,IPS,,19.5 - 9,326 ppi,,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Iphone 8 64gbs IMPECÁVEL na cor cinza espacial, aparelho desbloqueado para todas operadoras, trouxe dos EUA, IMEI sem restrições, icloud liberado, acompanha cabo e carregador. Saúde da bateria 86%. Aparelho praticamente sem marcas de uso, sem nenhum defeito, leitor de biometria ok, microfones ok, auto falantes, câmeras.. Enfim, um ótimo aparelho e com um ótimo preço !!",,,14 h,,,,,,,,,,,,,,
0,iPhone 11 Pro 64gb,https://produto.mercadolivre.com.br/MLB-1719215566-apple-iphone-12-128gb-dual-de-12mp-12mp-ios-preto-_JM,Apple,iPhone,iPhone 11 Pro,64 GB,4 GB,Não,512 GB,iOS,13,14,MIUI 12,12 Mpx,3840 px x 2160 px,12 Mpx,Sim,,3,12 Mpx/12 Mpx/12 Mpx,f 1.8/f 2.0/f 2.4,1,3840 px x 2160 px,f 2.2,Não,2x,10x,144 mm x 71.4 mm x 8.1 mm,Não,Sim,Sim,Não,Sim,IP68,Apple A13 Bionic,"2x2.65 GHz Lightning,4x1.8 GHz Thunder",6,2.65 GHz,Apple GPU,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Sim,1,Setembro,2019,188 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,DotDisplay,,458 ppi,,1200 cd/m²,Sim,3190 mAh,Íon de lítio,Sim,Sim,Não,,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"iPhone com 1 ano de uso Na caixa Carregador e fone nunca utilizados Em ótimo estado de conservação, sempre utilizado com película dianteira, traseira e capinha.",,,,MIUI 12,,,,,,,,,,,,,
0,Celular,https://produto.mercadolivre.com.br/MLB-1719215566-apple-iphone-12-128gb-dual-de-12mp-12mp-ios-preto-_JM,Apple,iPhone,iPhone 7,128 GB,2 GB,Não,,iOS,10.0.1,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,"Optical image stabilization,Six-element lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Live Photos with stab",1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,138.3 mm x 67.1 mm x 7.1 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,PowerVR Series7XT Plus,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2016,138 g,"4.7 """,HD,750 px x 1334 px,IPS,Retina,19.5 - 9,326 ppi,,625 cd/m²,Sim,1960 mAh,Íon de lítio,,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Vivo,"Celular Usado com um pequeno arranhado na lateral mas em excelente estado,memória e agilidade impecável.",,,14 h,,,,,,,,,,,,,,
