,titulo,link,Marca,Linha,Modelo,Memória interna,Memória RAM,Com ranhura para cartão de memória,Capacidade máxima do cartão de memória,Nome do sistema operacional,Versão original do sistema operacional,Última versão compatível do sistema operacional,Camada original de personalização do sistema operacional,Última camada compatível de personalização do sistema operacional,Resolução da câmera traseira principal,Resolução de vídeo da câmera traseira,Resolução da câmera frontal principal,Com câmera,Quantidade de câmeras traseiras,Resolução das câmeras traseiras,Abertura do diafragma da câmera traseira,Quantidade de câmeras frontais,Resolução de vídeo da câmera frontal,Abertura do diafragma da câmera frontal,Com flash na câmara frontal,Zoom óptico,Zoom digital,Com teclado QWERTY físico,É resistente a salpicos,É resistente à água,É à prova d'água,É resistente ao pó,Classificação IP,Modelo do processador,Modelos de CPU,Quantidade de núcleos do processador,Velocidade do processador,Com acelerômetro,Com sensor de proximidade,Com giroscópio,Com bússola,Com barômetro,É Dual SIM,Quantidade de ranhuras para cartão SIM,Tamanhos de cartão SIM compatíveis,Com eSIM,Mês de lançamento,Ano de lançamento,Peso,Tamanho da tela,Tipo de resolução da tela,Resolução da tela,Tecnologia da tela,Tipo de tela,Pixels por polegada,Brilho máximo da tela,Com tela tátil,Capacidade da bateria,Tipo de bateria,Com carregamento rápido,Com carregamento sem fio,Com bateria removível,Autonomia em standby,Autonomia de conversação,Com leitor de impressão digital,Com reconhecimento facial,Altura x Largura x Profundidade,Rede,Tipo de conector de carregamento,Com conector USB,Com jack 3.5,Com Wi-Fi,Com GPS,Com Bluetooth,Com NFC,Com mini HDMI,Com radio,Com sintonizador de TV,Com IMEI,Operadora,Inclui lápis,descricao,Quantidade de eSIMs,Proporção da tela,Modelo de GPU,Com sensor de frequência cardíaca,Características principais das câmeras,Taxa de atualização da tela,É resistente a quedas,Versão,Modelo detalhado,Tipos de cartão de memória,Edição do sistema operacional,Tipos de câmeras traseiras,Tipos de câmeras frontais,Resolução das câmeras frontais,Com reconhecimento de mão,Com reconhecimento de íris,Origem,Com tela dobrável,Resolução da tela dobrada,Proporção da tela dobrada,Resolução da tela dobrada secundária,Proporção da tela dobrada secundária,Tecnologia da tela secundária,Resolução da tela secundária,Proporção da tela secundária,Com tela secundária tátil,É kit,Altura x Largura,Cor,Pixels por polegada da tela dobrada,Pixels por polegada da tela secundária,Brilho máximo da tela secundária,Zoom híbrido
0,Apple iPhone XR 64gb Tela 6.1' Garantia Anatel Excelente,https://produto.mercadolivre.com.br/MLB-1305843576-apple-iphone-xr-64gb-tela-61-garantia-anatel-excelente-_JM,Apple,iPhone,iPhone Xr 64gb,16 GB,2 GB,Não,,iOS,12,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A12 Bionic,"2x2.5 GHz Vortex,4x1.6 GHz Tempest",6,2.5 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Sim,Setembro,2018,194 g,"6.1 """,Full HD+,828 px x 1792 px,IPS,,326 ppi,625 cd/m²,Sim,2942 mAh,Li-Ion,Sim,Sim,Não,240 h,25 h,Não,Sim,150.9 mm x 75.7 mm x 8.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"iPhone XR Apple 64GB, 3GB de memória Ram, Tela de 6.1”, Câmera de 12MP, iOS, Desbloqueado Anatel ========================================== * Produto de Mostruário, utilizado para fins de demonstração em Loja Física, possuindo condição estética Impecável. * Produto ORIGINAL, NACIONAL e HOMOLOGADO pela ANATEL. * Segue em Caixa ORIGINAL, acompanhando Acessórios Compatíveis. * A Garantia é de 12 MESES, concedida pela nossa Loja. * A Saúde da Bateria é de 100% ** * Produto Higienizado e Restaurado aos padrões de Fábrica, pronto para usar. * Todos os nossos produtos passam por uma rigorosa análise de software e hardware antes de serem liberados para venda. Contamos com equipamentos de última geração e equipe técnica especializada. ========================================== Conteúdo da Embalagem: - 01 Apple iPhone Xr 64gb Original - 01 Cabo de dados - 01 Carregador de Parede - 01 Fone de ouvido Ear Pod original - 01 Chave remoção CHIP - 01 Manual do usuário ========================================== Nova tela e design compacto.  O novo iPhone XR te leva para o futuro com o novo design de tela Liquid Retina HD de 6.1 polegadas. Nosso revolucionário display LCD é o mais avançado e oferece a mais alta precisão de cores da indústria. Tudo parece incrivelmente real. Disponível em um acabamento elegante, o Apple iPhone XR tem um design fino e compacto que se encaixa facilmente em uma mão.    Câmeras para qualquer hora do dia.  A câmera traseira de 12 megapixels captura imagens excelentes a qualquer hora do dia, enquanto a câmera frontal possui tecnologia TrueDepth que inclui sensores especiais e habilita o Face ID, permitindo que você tire as melhores selfies possíveis.    Graças ao seu desempenho suave e eficiente, coloca o mundo ao seu alcance.  É comandado por um chip Bionic A12 que executa todos os aplicativos e jogos sem problemas, sem um único atraso.    Sistema operacional iOS 12.  Este celular vem com o sistema operacional iOS 12 pré-instalado, que consegue incluir uma ampla gama de recursos intuitivos para tornar sua vida digital muito mais fácil. ========================================== Características:   Tamanho da tela: 6.1"" polegadas LCD IPS LED-Backlit Face ID Resolução da tela: 828x1792 pixels Tela resistente a riscos: Resistente a riscos   Câmera traseira: 12 megapixels Resolução câmera principal: 4000x3000 pixels Gravação vídeo câmera principal: 4K UHD (3840x2160 pixels) 60 fps, Slow motion 1080p@240fps Recursos: Flash Quad-LED, foco automático de detecção de fase,. Touch focus, Estabilização de imagem ótica, zoom digital, Detecção facial, Detecção de sorriso, Sensor BSI, HDR foto/video em ambas as câmeras   Câmera frontal: 7.1 megapixels Resolução câmera frontal: 3072x2304 pixels Gravação vídeo câmera frontal: Full HD (1920x1080 pixels)   Sistema operacional: iOS 12   Processador: Apple A12 Bionic, Hexa-Core, 2 processadores: 2.25Ghz Dual-Core + 1.6Ghz Quad-Core   Memória interna: 64GB (55GB acessível pelo usuário) Memória RAM: 3GB   Chip: 1 chip nano-SIM (4FF) Rede: 4G, 3G, 2G   Conectidade: Wifi, USB 2.0 Lightning, Bluetooth 5.0, NFC, GPS A-GPS, GeoTagging, GLONASS, GALILEO, QZSS   Sensores: Acelerômetro, Proximidade, Bússola, Luminosidade Giroscópio, Barômetro, Reconhecimento facial (desbloqueio)   Capacidade da bateria: 2942 mAh - polímeros de lítio (Fixa) Carregamento rápido (fast charging) Carregamento sem fio (Qi Wireless) ========================================== AVISOS: 1. A partir do momento que o produto é postado, a entrega do produto é de total responsabilidade dos CORREIOS/TRANSPORTADORA, portanto não conseguimos de forma alguma interferir na entrega do produto (ex.: mudar local, data e horário de entrega, etc). 2.Em caso de dúvidas entre em contato pela sua Compra ou pelo CHAT disponível em sua Conta Mercado Livre.",1,19.5 - 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 6s 32gb  Usado Seminovo Cinza Espacial Excelente,https://produto.mercadolivre.com.br/MLB-1515419695-iphone-6s-32gb-usado-seminovo-cinza-espacial-excelente-_JM,Apple,iPhone,6s,32 GB,2 GB,Não,,iOS,9,14,,,12 Mpx,3840 px x 2160 px,5 Mpx,Sim,1,12 Mpx/12 Mpx,f 2.2,1,1280 px x 720 px,f 2.2,Não,,5x,Não,Não,Sim,Não,Sim,IP67,Dual-Core 1.8 Ghz,2x1.84 GHz Twister,2,1.84 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2015,143 g,"4.7 """,,750 x 1334 pixels,IPS,,326 ppi,500 cd/m²,Sim,1715 mAh,Íon de lítio,,Sim,Não,240 h,14 h,Sim,,138.3 mm x 67.1 mm x 7.1 mm,4G/LTE,Lightning,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"iPhone 6s 32gb Usado Seminovo Cinza Espacial Excelente - com 90 dias de garantia Seminovo - Usado Condição do aparelho: Excelente Atenção: Produtos classificados como “Excelente"" aparelho com poucos sinais de uso, como leves riscos e arranhões quase imperceptíveis. Garantia Todos os aparelhos seminovos que comercializamos foram criteriosamente revisados e testados por nossa equipe de técnicos especializados. Oferecemos 90 dias de garantia para problemas técnicos - Produto original e com nota fiscal. - Aparelho desbloqueado para todas as operadoras - Produto resetado no padrão de fábrica. - Todos os aparelhos são homologados pela Anatel (o IMEI foi verificado e garantimos a originalidade e procedência legal). - A tela do aparelho não está trincada ou rachada - Por serem seminovos, os aparelhos não são resistentes a água. - O aparelho pode apresentar leves riscos, quase imperceptíveis. - O aparelho NÃO acompanha nenhum acessório, tais quais: Carregador, Fone de Ouvido, entre outros. Conteúdo da embalagem: - 1 iPhone 6s 32gb Usado Seminovo Cinza Espacial Excelente - Nota fiscal - Manual do usuário QUEM SOMOS Trocafone Compramos e vendemos celulares e tablets seminovos. Nascemos de uma necessidade real das pessoas e nosso objetivo é propagar uma cultura que preze pelo padrão de consumo sustentável e por uma forma de viver mais consciente, além de permitir que, a cada dia, um número maior de pessoas possa ter acesso à tecnologia. Confira nosso catálogo de produtos no link abaixo: https://www.mercadolivre.com.br/perfil/TROCAFONECOMERCIALIZACAO",,,PowerVR GT7600,,,60 Hz,Não,,,,,,,,,,,,,,,,,,,,,,Cinza-espacial,,,,
0,iPhone 7 Plus 32gb Original Nfe -brindes !!!- Vitrine ,https://produto.mercadolivre.com.br/MLB-1855437777-iphone-7-plus-32gb-original-nfe-brindes-vitrine-_JM,Apple,iPhone,iPhone 7 Plus,32 GB,3 GB,Não,,iOS,10.0.1,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2016,188 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,401 ppi,625 cd/m²,Sim,2900 mAh,Íon de lítio,,Sim,Não,384 h,21 h,Sim,Não,158.2 mm x 77.9 mm x 7.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"PERGUNTAS FREQUENTES: - O produto é original? R: Sim, todos nossos produtos são originais. . . - Os acessórios são originais ? R: Acessórios de excelente qualidade e procedência. Acessórios são os mesmos das fotos do anúncio.  . . - Possui Nota Fiscal? R: Sim, acompanha nota fiscal em nome do comprador, conforme o cadastro do Mercado Livre. . . - Quanto tempo de garantia? R: Garantia de 3 meses com nossa loja. . . - O produto é usado? R: Produto de Vitrine, usado em mostruário, esteticamente se assemelha ao novo. Pode conter sinais de manuseio, mandamos vídeo antes do envio. . . - O Aparelho é desbloqueado? R: Sim, desbloqueado para qualquer operadora. . . - Acompanha caixa original ? R: Não acompanha caixa original, vai em uma caixa própria para transporte . . . - Envia em quanto tempo após compra ? R: O envio é feito no mesmo dia para compras aprovadas até às 15:00, todas nossas postagens são feitas por sedex com seguro . Conteúdo da embalagem -  - 01 iPhone - 01 Cabo de Lightning para USB similar - 01 Carregador USB Similar - 01 Chave do Chip **O Fone de ouvido não está Incluso (Vendemos à parte) ** Caixa Original não inclusa.",,19.5 - 9,PowerVR Series7XT Plus,Não,"Portrait mode,Optical image stabilization,Sixelement lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Liv...",,,,,,,,,,,,,,,,,,,,,,Não,,,,,,
0,iPhone X 256gb - Perfeito Estado Sem Detalhe,https://produto.mercadolivre.com.br/MLB-1738369399-iphone-x-256gb-perfeito-estado-sem-detalhe-_JM,Apple,iPhone,iPhone X,256 GB,3 GB,Não,,iOS,11,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.39 GHz Monsoon,4x1.6 GHz Mistral",6,2.39 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2017,174 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,,458 ppi,625 cd/m²,Sim,2716 mAh,Íon de lítio,,Sim,Não,240 h,21 h,Não,Sim,143.6 mm x 70.9 mm x 7.7 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"ACOMPANHA TODOS OS ACESSORIOS, CARREGADOR, FONE, CABO LITGHING, CAIXA ORIGINAL",,19.5 - 9,,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 8 64gb Vitrine . (Recondicionado),https://produto.mercadolivre.com.br/MLB-1539087914-iphone-8-64gb-vitrine--_JM,Apple,iPhone,iPhone 8,64 GB,2 GB,Não,,iOS,11,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2017,148 g,"4.7 """,,750 px x 1334 px,IPS,,326 ppi,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,14 h,Sim,Não,138.4 mm x 67.3 mm x 7.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"Iphone 8 64gb vitrine ,usado e sem marcas de uso ,em perfeito estado .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone SE 2020 128gb (11 Meses De Garantia Apple),https://produto.mercadolivre.com.br/MLB-1621924768-iphone-se-2020-128gb-11-meses-de-garantia-apple-_JM,Apple,iPhone,iPhone SE,128 GB,2 GB,Não,,iOS,9,14,,,12 Mpx,3840 px x 2160 px,1.2 Mpx,Sim,,,f 2.2,,1280 px x 720 px,f 2.4,Não,,5x,Não,,,Não,Sim,,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,Sim,Sim,Sim,,Sim,Não,1,Nano-SIM,Não,Setembro,,113 g,"4 """,,640 px x 1136 px,IPS,,326 ppi,500 cd/m²,Sim,1624 mAh,Íon de lítio,,Sim,Não,240 h,14 h,Sim,,123.8 mm x 58.6 mm x 7.6 mm,4G/LTE,Lightning,Sim,,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"Sejam bem vindos a fmimports recife  Vendo esse belo iPhone SE 2020 128gb  Aparelho impecável ainda no plástico  Sem absolutamente nenhuma marca de uso !  Aparelho aberto apenas para conferência ! IPhone SE é um dos mais modernos iPhones na atualidade, tem o mesmo processador do 11pro Max da mesma bateria do iPhone 11  . Acompanha  Nota fiscal  Caixa do aparelho  Caixa do carregador lacrado  Cabo do carregador lacrado  Fone de ouvido lacrado  1 case de brinde  1 película 7D a mais avançada da atualidade  . Estamos disponíveis para qualquer dúvida  . Facilitar a busca , iPhone 7 Plus 8 Plus x xr xs Max 11 11 pro Max case MacBook gol palio celta Xiaomi Lg motorola Samsung redmi note 8 6 6s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"iPhone XS Max 256gb Celular Usado, Em Perfeito Estado!",https://produto.mercadolivre.com.br/MLB-1758420365-iphone-xs-max-256gb-celular-usado-em-perfeito-estado-_JM,Apple,iPhone,iPhone XS Max,256 GB,4 GB,Não,512 GB,iOS,12,14,MIUI 12,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,,Não,Sim,Sim,Não,Sim,IP68,Apple A12 Bionic,"2x2.5 GHz Vortex,4x1.6 GHz Tempest",6,2.5 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Sim,Setembro,2018,208 g,"6.5 """,Full HD+,1242 px x 2688 px,OLED,,458 ppi,625 cd/m²,Sim,3174 mAh,Íon de lítio,Sim,Sim,Não,240 h,25 h,Não,Sim,157.5 mm x 77.4 mm x 7.7 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,iPhone XS Max 256gb Usado e em perfeito estado. Excelente! Único Motivo: Troca para o IPhone 12 Pro Max,1,19.5 - 9,,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"iPhone SE Apple 128gb, Tela 4,7, Ios 13",https://produto.mercadolivre.com.br/MLB-1813467254-iphone-se-apple-128gb-tela-47-ios-13-_JM,Apple,iPhone,iPhone SE,128 GB,2 GB,Não,,iOS,9,14,MIUI 12,MIUI 12,12 Mpx,3840 px x 2160 px,1.2 Mpx,Sim,1,,f 2.2,,1280 px x 720 px,f 2.4,Não,,5x,Não,Não,,Não,Sim,IP67,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,Sim,Sim,Sim,,Sim,Não,1,Nano-SIM,Não,Setembro,,113 g,"4 """,Full HD+,640 px x 1136 px,IPS,,326 ppi,500 cd/m²,Sim,1624 mAh,Íon de lítio,,Sim,Não,240 h,14 h,Sim,Não,123.8 mm x 58.6 mm x 7.6 mm,4G/LTE,Lightning,Sim,,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"Comprado no Extra.com em 17/12/20 (2 meses de uso)  iPhone SE Apple 128GB, Tela 4,7”, iOS 13, Sensor de Impressão Digital, Câmera iSight 12MP, Wi-Fi, 4G, GPS, Bluetooth e NFC – Preto  (acompanha carregador e fone de ouvido originais)",,20 - 9,,,,60 Hz,Não,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 8 Plus 64gb - Cinza Espacial - Vitrine,https://produto.mercadolivre.com.br/MLB-1828183846-iphone-8-plus-64gb-cinza-espacial-vitrine-_JM,Apple,iPhone,iPhone 8 Plus,64 GB,3 GB,Não,,iOS,11,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2017,202 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,401 ppi,625 cd/m²,Sim,2691 mAh,Íon de lítio,Sim,Sim,Não,240 h,21 h,Sim,Não,158.4 mm x 78.1 mm x 7.5 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"*IPHONE DE VITRINE* ***NÃO ACOMPANHA FONE DE OUVIDO*** Descrição Câmera dupla e mais detalhes Suas 2 câmeras traseiras de 12 Mpx/12 Mpx permitirão que você tire fotos mais detalhadas e obtenha efeitos únicos, como a famosa profundidade rasa do modo retrato de campo. Além disso, o dispositivo possui uma câmera frontal de 7 Mpx para que você possa tirar selfies divertidas ou fazer videochamadas. Mais para ver Com sua tela IPS de 5.5 "", desfrute de cores intensas e maior clareza em todo o seu conteúdo. Melhor desempenho Sua memória RAM de 3 GB permite que seu smartphone funcione sem problemas e sem demora ao executar várias tarefas, jogar jogos ou navegar. Desbloqueio rápido com sua impressão digital Com o sensor de impressão digital, o acesso é seguro e você poderá desbloqueá-lo automaticamente com um toque. Bateria o dia todo Sua bateria 2691 mAh se adapta ao seu estilo de vida e lhe garante energia durante um dia inteiro com uma única carga. Grande capacidade de armazenamento Com sua memória interna de 64 GB você sempre terá espaço para armazenar arquivos e documentos importantes. Além disso, você poderá salvar filmes, séries e vídeos para reproduzi-los sempre que quiser offline.",,19.5 - 9,Apple GPU,Não,"Portrait mode,Portrait Lighting with five effects (Natural,Studio,Contour,Stage,Stage Mono),Optical image stabilization,Sixelement lens,LED True Tone flash with Slow Sync,Panorama (up to 63MP),Live Photos with stabilization,Wide color captu...",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone X 256gb Branco ,https://produto.mercadolivre.com.br/MLB-1113635328-iphone-x-256gb-branco-_JM,Apple,iPhone,iPhone X,256 GB,256 GB,Não,,iOS,11,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.39 GHz Monsoon,4x1.6 GHz Mistral",6,2.39 GHz,Sim,Sim,Sim,Sim,Sim,Sim,1,Nano-SIM,Não,,,174 g,"5.8 """,,1125 px x 2436 px,OLED,,458 ppi,625 cd/m²,Sim,2716 mAh,Íon de lítio,,Sim,Não,240 h,21 h,Não,Sim,143.6 mm x 70.9 mm x 7.7 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,iphone x 256gb branco otimo estado 1 mes de uso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone XR 64gb Usado Celular Seminovo Coral Excelente ,https://produto.mercadolivre.com.br/MLB-1354344407-iphone-xr-64gb-usado-celular-seminovo-coral-excelente-_JM,Apple,iPhone,XR,64 GB,3 GB,Não,,iOS,12,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A12 Bionic (7 nm),"2x2.5 GHz Vortex,4x1.6 GHz Tempest",6,2.5 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Sim,Outubro,2018,194 g,"6.1 """,,828 x 1792,IPS,,326 ppi,625 cd/m²,Sim,2942 mAh,Íon de lítio,,Sim,Não,,25 h,Não,Sim,150.9 mm x 75.7 mm x 8.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"Usado: iPhone Xr 64gb Coral Excelente - Trocafone - com 90 dias de garantia Seminovo - Usado Condição do aparelho: Excelente Atenção: Produtos classificados como “Excelente"" aparelho com poucos sinais de uso, como leves riscos e arranhões quase imperceptíveis. Garantia Todos os aparelhos seminovos que comercializamos foram criteriosamente revisados e testados por nossa equipe de técnicos especializados. Oferecemos 90 dias de garantia para problemas técnicos - Produto original e com nota fiscal. - Aparelho desbloqueado para todas as operadoras - Produto resetado no padrão de fábrica. - Todos os aparelhos são homologados pela Anatel (o IMEI foi verificado e garantimos a originalidade e procedência legal). - A tela do aparelho não está trincada ou rachada - Por serem seminovos, os aparelhos não são resistentes a água. - O aparelho pode apresentar leves riscos, quase imperceptíveis. - O aparelho NÃO acompanha nenhum acessório, tais quais: Carregador, Fone de Ouvido, entre outros. Conteúdo da embalagem: - 1 iPhone Xr 64gb Coral - Nota fiscal - Manual do usuário QUEM SOMOS Trocafone Compramos e vendemos celulares e tablets seminovos. Nascemos de uma necessidade real das pessoas e nosso objetivo é propagar uma cultura que preze pelo padrão de consumo sustentável e por uma forma de viver mais consciente, além de permitir que, a cada dia, um número maior de pessoas possa ter acesso à tecnologia. Confira nosso catálogo de produtos no link abaixo: https://www.mercadolivre.com.br/perfil/TROCAFONECOMERCIALIZACAO",1,,,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 6s 64gb Usado Seminovo Prateado Muito Bom,https://produto.mercadolivre.com.br/MLB-1515503643-iphone-6s-64gb-usado-seminovo-prateado-muito-bom-_JM,Apple,iPhone,6s,64 GB,2 GB,Não,,iOS,9,14,,,12 Mpx,3840 px x 2160 px,5 Mpx,Sim,1,,f 2.2,1,1280 px x 720 px,f 2.2,Não,,5x,Não,Não,Sim,Não,Sim,,Dual-Core 1.8 Ghz,2x1.84 GHz Twister,2,1.84 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2015,143 g,"4.7 """,,750 x 1334 pixels,IPS,,326 ppi,500 cd/m²,Sim,1715 mAh,Íon de lítio,,Sim,Não,240 h,14 h,Sim,,138.3 mm x 67.1 mm x 7.1 mm,4G/LTE,Lightning,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"iPhone 6s 64gb Usado Seminovo Prateado Muito Bom - com garantia de 90 dias. - Produto Original Seminovo Usado - Com nota fiscal - Com garantia de 90 dias - Enviamos para todo o Brasil Condição do aparelho: Muito Bom Atenção: Produtos classificados como “Muito Bom” apresentam alguns sinais de uso como pequenos riscos, arranhões e amassados, mas nada que interfira em seu funcionamento. Garantia Todos os aparelhos seminovos que comercializamos foram criteriosamente revisados e testados por nossa equipe de técnicos especializados. Oferecemos 90 dias de garantia para problemas técnicos - Produto original e com nota fiscal. - Aparelho desbloqueado para todas as operadoras - Produto resetado no padrão de fábrica. - Todos os aparelhos são homologados pela Anatel (o IMEI foi verificado e garantimos a originalidade e procedência legal). - A tela do aparelho não está trincada ou rachada - Por serem seminovos, os aparelhos não são resistentes a água. - O aparelho pode apresentar pequenos riscos na tela, pequenos amassados na lateral, e alguns sinais de uso. - O aparelho NÃO acompanha nenhum acessório, tais quais: Carregador, Fone de Ouvido, entre outros. Conteúdo da embalagem: - 1 iPhone 6s 64gb Usado Seminovo Prateado Muito Bom - Nota fiscal - Manual do usuário QUEM SOMOS Trocafone Compramos e vendemos celulares e tablets seminovos. Nascemos de uma necessidade real das pessoas e nosso objetivo é propagar uma cultura que preze pelo padrão de consumo sustentável e por uma forma de viver mais consciente, além de permitir que, a cada dia, um número maior de pessoas possa ter acesso à tecnologia. Confira nosso catálogo de produtos no link abaixo: https://www.mercadolivre.com.br/perfil/TROCAFONECOMERCIALIZACAO",,,PowerVR GT7600,Não,,,,,,,,,,,,,,,,,,,,,,,,,Prateado,,,,
0,iPhone Seis-6 - 16 Gb Desbloqueado Icloud Livre 100% Ok,https://produto.mercadolivre.com.br/MLB-855219244-iphone-seis-6-16-gb-desbloqueado-icloud-livre-100-ok-_JM,Apple,iPhone,iPhone,16 GB,,Não,,iOS,,,MIUI 12,,,,,Não,1,12 Mpx/12 Mpx,,,,,,,,Não,Não,,,Sim,IP67,,,,,,,Sim,,Sim,Não,1,,,,,,,Full HD+,,IPS,Dot Drop Display,,500 cd/m²,Não,,,,Sim,Não,,,Não,Não,,,Lightning,,,Não,Não,Não,,Não,Não,Não,Sim,Desbloqueado,,O vendedor não inseriu a descrição do produto,,20 - 9,,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
